timestamp,text,username,likes,retweets,sentiment,is_meme,meme_relevance_score
2024-10-09T09:58:42.000Z,"appreciate the support Irffan, and 
@0xNico
's claims are incorrect (can't reply to his claims directly cause he still has me blocked for some reason):

1. Arcium specifically uses dishonest majority MPC for this reason - long as at least 1 party isn't colluding (which you can",Nico | mpc/acc,0,0,-0.1375,False,-0.1375
2024-10-08T11:32:41.000Z,"it's not - cheater detection is based on MACs, which in turn are linked to the circuit & inputs to be executed, which in turn is stored onchain. the 1 honest party would abort, collect the invalid MACs of the malicious parties & post them to the program. the program would check",Nico | mpc/acc,0,0,0.6,False,0.6
2024-01-20T02:08:51.000Z,"Kinto Finance is building one the first KYC'ed (Regulation Compliant) Layer 2 capable of supporting both modern financial institutions and DeFi.
Raised $5M lead by Spartan Group, ParaFi Capital among others.
1. https://engen.kinto.xyz/?ref=72440
2. Enter and verify email
3. ⁠Do KYC",Zen Omoikane,0,0,0.18,False,0.18
2024-10-09T09:58:42.000Z,"appreciate the support Irffan, and 
@0xNico
's claims are incorrect (can't reply to his claims directly cause he still has me blocked for some reason):

1. Arcium specifically uses dishonest majority MPC for this reason - long as at least 1 party isn't colluding (which you can",Nico | mpc/acc,0,0,-0.1375,False,-0.1375
2024-10-08T11:32:41.000Z,"it's not - cheater detection is based on MACs, which in turn are linked to the circuit & inputs to be executed, which in turn is stored onchain. the 1 honest party would abort, collect the invalid MACs of the malicious parties & post them to the program. the program would check",Nico | mpc/acc,0,0,0.6,False,0.6
2024-01-20T02:08:51.000Z,"Kinto Finance is building one the first KYC'ed (Regulation Compliant) Layer 2 capable of supporting both modern financial institutions and DeFi.
Raised $5M lead by Spartan Group, ParaFi Capital among others.
1. https://engen.kinto.xyz/?ref=72440
2. Enter and verify email
3. ⁠Do KYC",Zen Omoikane,0,0,0.18,False,0.18
2024-10-09T09:58:42.000Z,"appreciate the support Irffan, and 
@0xNico
's claims are incorrect (can't reply to his claims directly cause he still has me blocked for some reason):

1. Arcium specifically uses dishonest majority MPC for this reason - long as at least 1 party isn't colluding (which you can",Nico | mpc/acc,0,0,-0.1375,False,-0.1375
2024-10-08T11:32:41.000Z,"it's not - cheater detection is based on MACs, which in turn are linked to the circuit & inputs to be executed, which in turn is stored onchain. the 1 honest party would abort, collect the invalid MACs of the malicious parties & post them to the program. the program would check",Nico | mpc/acc,0,0,0.6,False,0.6
2024-01-20T02:08:51.000Z,"Kinto Finance is building one the first KYC'ed (Regulation Compliant) Layer 2 capable of supporting both modern financial institutions and DeFi.
Raised $5M lead by Spartan Group, ParaFi Capital among others.
1. https://engen.kinto.xyz/?ref=72440
2. Enter and verify email
3. ⁠Do KYC",Zen Omoikane,0,0,0.18,False,0.18
2024-10-09T09:58:42.000Z,"appreciate the support Irffan, and 
@0xNico
's claims are incorrect (can't reply to his claims directly cause he still has me blocked for some reason):

1. Arcium specifically uses dishonest majority MPC for this reason - long as at least 1 party isn't colluding (which you can",Nico | mpc/acc,0,0,-0.1375,False,-0.1375
2024-10-08T11:32:41.000Z,"it's not - cheater detection is based on MACs, which in turn are linked to the circuit & inputs to be executed, which in turn is stored onchain. the 1 honest party would abort, collect the invalid MACs of the malicious parties & post them to the program. the program would check",Nico | mpc/acc,0,0,0.6,False,0.6
2024-01-20T02:08:51.000Z,"Kinto Finance is building one the first KYC'ed (Regulation Compliant) Layer 2 capable of supporting both modern financial institutions and DeFi.
Raised $5M lead by Spartan Group, ParaFi Capital among others.
1. https://engen.kinto.xyz/?ref=72440
2. Enter and verify email
3. ⁠Do KYC",Zen Omoikane,0,0,0.18,False,0.18
